movie,sentence,score
블랙 팬서: 와칸다 포에버,재밌었어요 아이들이랑 잘봤어요,10
올빼미,유해진의 왕 연기를 극장에서 본다는 것만으로도 좋은 경험이었다.,9
올빼미,시간 가는 줄 모르고 봤어요..인생 영화 top 5 안에 듭니다,10
올빼미,배우분들 연기도 너무 좋았고 긴박하게 스릴넘치는 스토리 전개에 재밌었어요,10
올빼미,몰입감 완벽한 연출에 완벽한 연기오랜만에 영화비가 아깝지 않았습니다,10
올빼미,홀리 몰리 과카 몰리 존잼탱,10
블랙 팬서: 와칸다 포에버,좀 산만하긴 한데 영상미가 거를타선이 없군요,8
올빼미,진짜 오랜만에 웰메이드 한국 스릴러ㅋㅋ 하도 배신을 많이 당해서 기대 안했는데 기대하고 보셔도 완성도 높습니다..올해 TOP3 안에 꼽히는 영화.. 헤어질 결심 탑건 올빼미 ,10
올빼미,찐자 최고,10
올빼미,보고도 못본척 듣고도 못들은척 해라: 현 엠비씨 때리기   세자 암살+서책: 현 이준석 몰아내기지시후 뒤에서 체리따봉 사태  그후 말을 안듣는 관료. 지지율 20% .,7
올빼미,믿고보는 준열~??팬심으로 시작해서..스릴. .긴장으로. .재미남~!,10
올빼미,대 존 잼 그 잡채...!,10
올빼미,연출하는게 진짜 역대급 …!… 스토리도 탄탄하고 긴장감이 장난아님,10
올빼미,오랜만에 재밌는 영화보면서 보는 내내 긴장감을 늦출수 없었습니다 재밌게봤어요 ,10
데시벨,너무재미없어요 이종석이 잘생겼어요 무슨 잼잼이들이 스토리 각본을 짠거같아요,2
올빼미,안은진 배우님 팬이라서 예매해서 봤는데 너무 재미있었어요. 중간중간 웃음 포인트도 있고... 영화 보면 살짝 넘기고 싶은 부분들이 생기거나 졸릴 때도 있는데 올빼미 보면서는 그런 적이 없었어요 주조연  아역 배우님들 누구 하나 빠질 것 없이 연기 너무 살벌하게 잘하시고... 유해진 배우님은 왕 연기 처음해 보신다고 들었는데 그동안 왜 안 하셨는지 의문일 정도로 너무 잘 어울림... 올빼미 촬영 시기가 좀 더울 시기였던 것 같은데 다들 고생 많으셨어요! 작품이 너무 잘 나와서 괜히 팬일 뿐인 내가 다 뿌듯할 정도... 다들 올빼미 꼭 보세용 ! ,10
동감,ost 말고는 딱히 이게 뭔 영환지 모르겠음. 전개가 급한데 내용은 또 중구난방임. 계단씬에서 조이현은 상승하고 여진구는 하강하며 교차하는데 여진구의 하강은 순식간에 이뤄지고 조이현의 상승은 영화 엔딩부분에서야 간신히 이뤄짐. 조이현 이쁘고 여진구 잘생긴거말곤 딱히....조이현팬 아니면 굳이 안봐도 됨.,1
데시벨,배우들이 살렸네요 .. 그냥 볼만했어요..12세 치고는 싸우는 씬이 좀 잔인했어요,8
올빼미,와 잠깐만 너무 재밌는데? 진짜 내 인생영화 등극 스토리며 배우며 손에 땀을 쥐게 만드는 영화였음,10
올빼미,배우들의 연기는 베리 굿. 하지만 내용이 다소 단조로웠어요.기대한 만큼의 스릴은 아니었던 것 같아요. ,6
올빼미,더이상 무슨 말이 필요하겠는가? ,10
올빼미,너무 재밌음…분위기 연기 스토리 그냥 다 완벽,10
올빼미,3번까지는 영화관에서 볼 마음이 있다정도의 영화였다,10
올빼미,기대 크게 안했는데 음악이랑 영상이 이뻤습니다스토리는 꼭 완성될 필요는 없다고 생각했습니다 아구가 맞게 들어가니까 결말 부분이 어디서 많이 본 듯한 스토리 라인이었습니다 그래도 연기와 영상  음악 등 전체적으로 재밌습니다 ,8
스트레인지 월드,게이와 앞뒤 구분없는 PC적 가치관을 당신 자식에게 선물하세요. 돈과 시간이 아깝지 않은 럭셔리 라이프를 살고 있다면  과감하게 봐도 좋은 영화.,1
올빼미,꼭 영화관에서 보세요최고임,10
블랙 팬서: 와칸다 포에버,진짜 개재밌음 블랙팬서 바껴서 별로라는 사람들 많던데 스토리를 위해 어쩔수 없음 채드윅 보스만의 죽음을 영화까지 가지고 와서 보니까 진짜 슬펐음ㅠㅠ 상영기간이 얼마안남아서 기말 3일 앞두고 걍 보고옴 ㅇㅇ후회 1도 없음 2시간 40분이 정말 아깝지 않은 시간이었고 엔딩크레딧까지 다 보고 나옴 쿠키영상 꼭 봐야함 끝난게 아니니까 나가지 마셈갠적으로 볼사람들은 시즌1을 다시 보고 가는걸 추천 걍 유트브에 올라와있는 영화리뷰같은거 한번보고 가셈 전 내용다까먹음 아에 처음보는 사람들도 어느정도 스토리를 알고 가야 몰입해서 볼수 있음진심 진짜 너무 슬펐고ㅠㅠ 슈리가 전 블랙팬서 대사를 말하는게 너무 찡했음울면서 봄 ㄹㅇ 시즌3나와도 볼의향 완전 있고마블 영화중에 블랙팬서만 보는 사람으로써 진짜 너무 만족함,10
올빼미,개봉하기전 영상 리뷰를 보고신랑과 오랜만에 자동차극장을 찾았습니다.숨도 못쉬고 시간가는줄 모르고 봤네요ㅠㅠ진짜 스토리 미쳤고 인생영화수준입니다….,10
블랙 팬서: 와칸다 포에버,왜 이렇게 감상평이 안좋을까?  마블은 매번 생각없는 눈요기 액션만 있어야 하나? 간만에 스토리가 있어서 좋았네요^^,10
올빼미,올해 웬만한 영화 범죄도시2 헌터 비상선언 외계인 미혹 동감 배니싱 헤어질 결심 자백 녹턴 봤는데 헤어질결심 다음으로 영화다운 영화였습니다 ,10
올빼미,평점이 높길래 알바쓴줄 알았습니다. 직접관람하고 오니 알바가 아니였단걸 깨달았습니다. 지루할 틈 없이 끝까지 몰입도 있게 잘봤습니다.,10
올빼미,완성도 높은 플롯에 배우들의 훌륭한 연기가 더해지면  훌륭한 영화가 나온다.,9
올빼미,믿고보는배우들 출연하니 봐야죠!역시실망시키지않네요 간만에 정말몰입할수있는영화였어요,10
올빼미,기대별로안햇는데 심장이쫄깃쫄깃.15세영화맞나.ㅋㅋㅋ영화관에서나오면서 남자친구랑 첫마디..대박…..ㅋㅋㅋ 연기개쩐다 ㅋ,10
올빼미,저 정말. . 알바아니고!오늘 찐보고왔는데유해진 왕 역할 찰떡이고류준열 유해진이 왜 칭찬하는지알수 있는 연기임.간만에 정말 재미있게 본 영화. 간간이 심장 졸리는 부분도 좋음.,10
올빼미,와… 영화 본 지 이틀이나 지났는데 자려고 누우면 중요 장면들이 생각나요.. 배우분들 짱이에요,10
올빼미,보다가 잠듭니다….졸려요,2
올빼미,김성철배우 다시보게된영화유해진 연기 대박 류준열도 미침전개빠르고 몰입력 굿,10
데시벨,주인공의 결정 대부분은 잘 되었다고 생각합니다.  극한의 순간에 내리는 결정에 한 치 빈틈도 없이는 안될거라 생각됩니다. 마지막에 감동이  있을 뻔했는데...  배경음악을 새로 추가하든지 해서 주인공의 그 고통이 해소되는 감동이 뚜렷하게 해 주었으면 합니다. 테러한 사람도 사무치는 고통을 어떻게 참고 그동안 준비했는지도 과정이 있다면 이야기가 자연스러울것 같구요. 그 직업을 가졌다고 모든 사람이 그 정도 큰 일을 갖출 전문성과 침투 능력을 가질거라고는 생각이 들지 않고요. 그나마 제목이 과거와의 연관성을 가지게 해 주네요. 감동보다는 슬프고 무거운 마음으로 나섰네요. 실제로는 그런 일이 안 생기길 바라면서.,7
올빼미,오랜만에 아주 재밌는 영화를 본것같아요!! 배우분들도 연기 너무 잘하셔서 몰입이 잘 된 것 같아요. 역시 믿고 보는 유해진 배우님입니다!,10
올빼미,놀라운 감독의 상상력과 연출  그리고 명배우의 향연,10
올빼미,근래 본 영화중에 제일 재밌게 봤어요! 중간에 세자 죽이는 부분에서 경수 시점에서 너무 소름이 끼쳤어요 ㅠㅠ 제발제발 나쁘게 흘러가지마라고 더이상 죽지마라고 빌면서 봤네요ㅎㅎ ,10
올빼미,올해 본 영화중에 최고.. 손에 땀 엄청 남,10
올빼미,너무 재미있게 봤어요!,10
올빼미,한국 사극 영화중에서 제일 재밌다,10
올빼미,무조건 보세여 재미잇습니다.,10
올빼미,한 번만 봐선 안 되는 영화. 볼 때마다 배우들의 연기 디테일이 다시 보임. 연기장인 명품배우들의 향연. 몰입감 최고의 스토리. 시간이 순삭되는 영화 너무 오랫만에 봤습니다. 정말 너무 재미있었어요!!!,9
블랙 팬서: 와칸다 포에버,2시간 30분 동안 앉아있는게 고문이었다.. 이제 곧 끝나겠지 하면서 시간 봤더니 1시간 밖에 안지난게 충격. 중간에 몇 번씩이나 포기하고 일어날 뻔 했는데 결말까지 보고나니 그냥 일어났어도 될 듯,1
올빼미,하나 순눈ㅇ으,10
올빼미,와우....끝날때까지 진짜 긴장감 놓치지않고 봤습니다. 모든 배우들의 연기가 좋았고  스릴러에 걸맞는 긴장감  내용이었습니다. 강추!!! 리뷰좋은거 보고 댓글알바일수도 있다고 생각했지만 직접 보니 이해가 되네요!,9
올빼미,현대 사회 패륜은 아무것도 아닌 조선왕조 패드립,8
올빼미,흥미진진 간만에 재밌게 본 영화!,10
스트레인지 월드,인간적으로 애들 보는 영화에 동성애는 좀 아니지 않냐 이걸 수입하는 ㄱrlㅅrlㄲ ㅣ는 무슨 생각으로 수입한거냐아무것도 모르는 애드에게 동성애를 심어주려 작정한거냐 광고만 보고 애가 보고 싶다고 해서 극장갔다 식겁했다 ㅅl바-ㄹ 진심 개같은 영화 이런걸 전체관람허용을 한 ㄱrlㅅrlㄲ l 처벌해라 -ㅁ -; ,2
올빼미,올 해 최고의 영화....정말 소름 돋았어요,10
올빼미,굿굿굿굿 진짜 재밌어요.,10
올빼미,오랜만에 재미있는 영화 봄,10
올빼미,원래 무서운걸 잘 못보는 타입이라 닥터스트레인지 멀티버스도 약간 호러물 같아서 쪼금 놀랐는데 훨씬 무서웠어요심장이 계속 뛰네요무서워도 기대했던대로 재밌었어요!!,10
올빼미,와 인생 살면서 감상평 처음 남겨봅니다 .. 진짜 유해진 배우님이 나오는건 믿고 보는데 역시 .. 그리고 스토리 굳.. !! 세자 침 놓을때.. 와 명장면.. 너무 재미있었어용,10
데시벨,음 그냥저냥... 배우들 얼굴이 다 한 영화,5
올빼미,유해진  유준열 배우의 연기가 영화에 깊게 빠져 들게 하였고 스토리의 반전이 재미를 더 했습니다.,10
올빼미,재밌습니다. 후회는 안할거임,10
올빼미,너무너무너뮤너무 재밌어요 다들 꼭 봤으면 좋겠어요 !!,10
올빼미,오랜만에 영화 너무 재밌게 잘 봤고  영화 뭐 볼지 고민 되시면 올빼미 추천이요  웃김 감동 스릴 눈물 다 섞임 ㅎㅎ 맞다 남자친구도 울었어요 ,10
올빼미,소름끼치는 정치 스릴러너무 재밌게 봤음심약자 시청 주의,10
올빼미,국내영화 오조오억년만에 보는데 미쳤다... ,10
올빼미,무서운데 재밌어요….,10
올빼미,류준열하드캐리 오랜만에 연기로소름돋았네요이렇게잘하는배우인지첨알고갑니다,10
올빼미,실제역사인 소현세자 의문사 사건을 기반으로 인조와 소현세자 사이의 연결고리를 인조가 아들 소현세자를 독살했다? 라는 소현세자 독살설이라는 상상력을 가미한 색다른 작품이었다. 진짜 숨막힐정도로 스릴감이 넘쳤고 재밌으니 꼭 극장에서 와서 보는걸 추천드려요!!! 강추!!! ,10
올빼미,캐릭터들이 연기력이 좋아 몰입감이 높았습니다. 역사적 사실에 기반한 상상력이 돋보입니다,9
올빼미,너무재미있어요 더이상말할필요x,10
블랙 팬서: 와칸다 포에버,재밌긴한데 채드윅보스만이 너무 그립다.. 원래 블랙팬서는 뭐가 오든 다 이겨낼수있는 그런 그냥 완전 최고엿는데 지금 블랙팬서는 보는데 너무 불안해.. 엄청 길어서 보다가 자는거 아닌가 생각했는데 보면서 지루하다고 생각하진 않았음!! 생각보다 은근 괜찮당,7
올빼미,비밀을 목격하는 맹인. 블라인드 멜로디와 같은 설정에 흥미를 느꼈다 전반적으로 배우들의 연기가 훌륭했다 특히 왕이 된 유해진을 두고 홍보하더니 역시 정상적인 왕은 아니었고 반 미치광이가 된 인조였구나 소화를 아주 잘 했다 맹인 침술사가 왜 보고도 못본 세상이어야 했는지 설명이나 류준열과 소현세자의 관계성이 부실한 점이 아쉬웠다 하지만 소현세자의 죽음을 둔 베일을 상상력을 발휘하여 재밌게 만들어 낸 영화라고 생각한다  ,8
올빼미,올해영화중 제일 재밌엇어요!,10
블랙 팬서: 와칸다 포에버,무한도전~ 이거밖에 모르겠음,1
올빼미,ㄹㅇ 지림... 와 소리밖에 안나옴. 음악을 빡세게 쓰는것도 아닌데 엄청 긴장감높고 심리스릴러 그자체임... 분위기가 무겁다고 지루하지도 않고 흥미진진 재밌었음,10
동감,약간 이런식에 영화가 자주 있었던것 같은데 저는 10대인데 너무 재밌게 봤어요! 신선한 느낌의 영화였어요 너무 재밌었고 여진구님도 너무 잘생기고.. 목소리도 좋고.. 다 너무 좋았어요!ㅎㅎ ,10
올빼미,출연진 보고 보았는데 앞 뒤 내용연계도 안되고 비현실적 연출장면도 많아요,3
올빼미,간만에 재미있는 영화를 본것같네요배우들 연기가 찐!!!시간 가는 줄모르고 본 영화,10
올빼미,피 흘러나오는 장면에서 진짜 무서웠습니다..,9
블랙 팬서: 와칸다 포에버,진짜 꽃 부활한거 빼면 볼꺼 하나도 없는 ㅈ노잼  그냥 중국산 영화에서 아이언맨이랑 블랙팬서 짝퉁으로 찍어낸 영화,1
블랙 팬서: 와칸다 포에버,마블영화니까 기본 평타는 하고 수중도시랑 음악이 너무 멋있어서,8
올빼미,재미있게봤습니다.스릴도있고연기도 정말좋네요근래 본작품중 최고네요,10
올빼미,올해를 마무리하는 최고의 영화라고 해도 손색이 없었습니다. 역사 관련 영화 싫어하는 동생 끌고 가서 관람했는데 지루할 틈이 전혀 없었다고 하네요! 유해진 배우님의 색다른 연기와 맹인 연기로 한동안  맹인 연기 버릇이 고쳐지지 않아 고생하셨다던 류준열 배우님들을 포함하여 감독님 너무 좋은 영화 만들어주셔서 감사합니다..,10
올빼미,올빼미 정말 배우님들 연기에 다불어 연출이랑 정말 너무너무 좋았고 감탄했던 영화였어요.영화보면서 음료수도 먹고싶은 생각이 안날정도로 긴장되고 여운이 많이남는 영화였습니다.,10
블랙 팬서: 와칸다 포에버,3시간 숙면했음. 불면증 환자분들께 추천,1
올빼미,최근에 개봉한것중 제일 재밌음 시간가는줄 몰고 봤네요,10
올빼미,초반 류준열연기 보고 작품복없다 이제 제대로 만났네 생각했는데 유해진 연기 보니  아직 류준열이 연기 잘한다고하면 안되는구나 싶었던 돈 에서도 초반 류준열보고 스타일좋고 연기 잘하네 싶었는데  유지태 나오고...아...싶었는데 ㅋㅋㅋ그때 데자뷰 같은? 암튼 ㅋㅋ 혼자 속으로 피식한 영화도 재미있었고 제목과 내용이 딱 어울린다 싶은 영화 ,9
올빼미,류준열연기는 좋으나 지루한부분이있었음 ,4
데시벨,자기 가족도 아닌데 끝까지 지켜준 오대오가 젤 멋있음,3
올빼미,올해 가장 돈이 아깝지 않던 영화 배우들 연기력과 몰입력이 장난 아니었네요 스토리도 과장된 면 없이 너무 좋았습니다,10
올빼미,진짜진짜 보길 잘한영화인듯아니 왜 배우들 다 연기 잘하고 난린데! 집중하느라 시간가는줄 모르고 봤음 꿀잼!,10
동감,와칸다 포에버 !!!!,1
올빼미,무서운 장면도 없는데 보는 내내 긴장하고 봤어요. 내용이 편하게 즐길 수 있는 영화는 아니지만 정말 잘 만든 영화임은 분명합니다.,10
올빼미,오랜만에 영화관에서 돈 아깝지 않게 본 영화!!!진짜 류준열 배우님..최고 ㅠㅠㅠㅠ,10
올빼미,기대 안하고 봤는데 진짜 재밌게 봤어요,10
올빼미,우연치 않게 기대하지 않고 보았는데생각보다 연출이나 구성이 정말 훌륭했습니다배우진도 역할에 알맞게 연기하여어색하거나 스토리 흐름에 방해가 되지 않았고 정말 긴장감을 놓고 볼 수 없는 몰입감을 주는영화이었습니다!긴장감과 스토리 구성 배우들의 연기력과 연출이박자가 모두 알맞게 떨어져 훌륭한 작품으로 영화를 감상할 수 있어 좋았습니다추천 왕추천 합니다~,10
올빼미,들리는대로 얘기하지 말란다...지금이 왕정시대인가...,10
올빼미,진짜 미친거 같아요....,10
올빼미,역시 유해진의 미친연기..,8
올빼미,진심 재밌음 돈안아까움,10
올빼미,유해진 류준열의 미친연기,10
올빼미,몰입감 쩔음. 원래 류준열팬인데 연기력에 한번더 반함. 진짜 보물이다.류준열♡♡♡,10
올빼미,올해 최고의 영화임♡또 한번 보려고함;;연기 !연출!쵝오!!!!,10
유포자들,스마트폰이나 카메라 등 촬영기기가 늘어나는 요즘 추억도 남기고 기록도 남기기도 하지만 동의없이 함부로 찍거나 불법촬영물을 나누어도 시청해도 필히 검거된다. 가해자와 피해자 인생을 나락으로 빠지게 하는 불법촬영범죄 유포범죄는 이 세상에서 OUT!!!! 이제는 신분위장수사(여고생으로 위장하는 것)가 가능해졌고 신상공개범위도 늘어났다. 거기에 절대 선처해주지 않고(무관용원칙적용) 강력한 처벌까지 받는다. ,10
올빼미,다들 재밌다고 해서 기대하고 갔는데 기대 이상이었네요.. 사극을 크게 좋아하진 않아서 정말 기대 안했는데  정말 재밌더라구요. 초반 보자마자 류준열 배우의 연기가 미쳤다고 생각 들었는데.. 몰입감이 정말 장난 아니네요.. 흥행했으면 좋겠어요 !! ,10
올빼미,초반만 버티면 나중엔 재밌음,9
올빼미,영화 보다가 소름이 너무돋아서 생닭이 될 뻔 했음… 아 참바다씨 도대체 어떤게 진짠가요…,10
올빼미,제목이 올빼미인 게 진짜 신의 한 수… 조선왕조실록을 한 번이라도 읽어봤다면(아니면 기본적인 역사 지식만 있어도) 어느 정도 예상 가능한 부분도 있는데 적절한 캐릭터 배치와 픽션 활용으로 끝까지 긴장감을 놓치지 않도록 해줬음,10
올빼미,올해 영화를 10편 넘게 봤는데 압도적으로 최고였습니다. 범죄도시도 시간 가는 줄 모르고 봤는데 이것도 그렇게 봤네요 심장이 미친듯이 쫄깃해지고 집에 와서도 몇몇 장면들이 여운이 남아 계속 영화만 검색해보고 있습니다.천만관객 갑시다~! 오랜만에 이렇게 재밌는 영화를 만들어주신 영화관계자 모든 분들께 감사드립니다. 특히 연출이 진짜 큰 한몫 했습니다.,10
올빼미,보다 보면 어느 순간 빠져드는 영화에요! 갑자기 스릴러 되는? 질질 끌거나 하지 않고 빠른 전개가 좋았어요!!! 전 재밌게 봤습니다!,10
블랙 팬서: 와칸다 포에버,역시 볼만합니다! 바닷속세상 특히 아름다웠습니다. 다만 조금 지루하고 상영시간이 길어서 불필요한 부분 걷어냈으면 더 좋았을거 같습니다.,8
동감,감동적인영화동감,9
올빼미,유해진류준열 연기 개잘함 왕꿀잼,10
데시벨,100db 폭탄은 복수의 칼날을 상징하는 폭탄인건 확실하게 알겠군 쓰읍..,4
올빼미,너무 좋은 영화 한번 더 보고 싶은 영화,10
올빼미,역사를 공부해야겠다 생각이 드는 영화였어요,9
올빼미,보고나서 백덤블링 3번하고 발로박수까지 치고싶을 정도의 영화. 너무 재밋게 잘봄,10
올빼미,기대 없이 볼 영화 없어서 봤는데 너무 재밌어서 놀랐음,10
올빼미,연기력  불이꺼지면서 시작되는 긴장감... 올빼미....!!!!,10
올빼미,살짝 무서웠어요 피폐해지고 그 장면이 너무 무서웠어요…조심하새요..근데 너무 재밌음,10
데시벨,친구3명이랑 같이 보러 갔는데 2명이 울었습니다 잠수함의 진실.! 장면에서 많이 울더라고요 전체적인 스토리나 영상미는 다 최고였습니다. 특히 배우들 연기와 비주얼이 엄지척입니다,10
올빼미,배우들 연기와 역사적 사실을 알고보니 몰입되고 좋았어요,10
올빼미,오랜만에 영화를보고 우와~했어요류준열씨 연기 너무 잘하시고 최곱니다연기자님모두 최고며좋은연기에 지루함없는 몰입감이였습니다!잘 보았습니다^^,10
올빼미,진짜 심장 쫄깃 첨부터 끝까지 그냥 다 재밋음,10
올빼미,진짜 너무 재밌게 봤어요     영상 연출 스토리 음악 뭐하나 빠지지 않는..,10
올빼미,연출이 진짜 미쳤고 너무 재밌고 소름이였음 꼭 보세요…. 진짜 핵쫀잼….,10
동감,원작을 안 본 사람으로서 재밌게 봤어요!!,10
올빼미,재밌어요~ㅎ 시간가는줄 모르겠음ㅋ,10
올빼미,진실은 무엇인가. 진실을 알고도 말할 수 있는가 생각하게 만드네요 여운이 남아요,10
올빼미,심장 떨어지는줄 알았어요ㄹㅈㄷ 다들 보셈,10
올빼미,역사와 픽션의 적절한 조화로 멋진 사극 한편 완성,9
올빼미,서인들과 인조반정으로 왕이 된 인조. 정묘호란과 병자호란을 겪고 청나라에 볼모로 간 소현세자와 봉림대군 및 수많은 사람들. 그 배경에서 인조와 소현세자  맹인 침술사의 이야기,10
블랙 팬서: 와칸다 포에버,솔직히 많이 기대하고 보았는데 그냥 그랬습니다 중간중간 음악 들어가는건 좋았는데 뒤에 애기들은 울고 애기 엄마는 그냥 우는채로 상영관에서 달래는데 그걸 참으면서 본 내가 대단한듯,3
올빼미,끝까지 몰입감있게 볼수있어요,10
올빼미,넘 긴장하고 집중해서 보다보니 끝나있네요 너무 잘봤습니다,10
올빼미,간만에 몰입감있는영화봤네요,10
올빼미,개인적으로 올해 최고의 영화. 연출  연기 ,10
올빼미,딱히...ㅎㅎ 평점 왜 높지,6
올빼미,소현세자가 왕이 되었으면 어땠을까?,10
올빼미,말이 필요 없다 시간 가는 줄 모르고 봤습니다 감독은 감독대로 배우들은 배우대로 얼마나 고민을 많이 했는지 느껴지네요 또 봐야지,10
올빼미,겨울인데 손에 땀이 찰 만큼 긴장감 고조!지루할 틈이 없네요!,10
올빼미,오랜만에 영화관에서 돈을 내고 봐도 아깝지 않은 영화,10
올빼미,실록에 몇줄 안나온것으로 상상력 발휘해서 스토리 나온게 정말 대단합니다 배우들 연기도 좋고 너무 재밌네요,10
올빼미,연기 미쳤음요 몰입도 장난아님,10
올빼미,올해 본 영화 중 최고긴장감 쫄깃쫄깃하구요 연출이 진짜 최고예요!,10
데시벨,잼써영 킬링타임용으로 딱 조아여,10
올빼미,세자가 죽는 장면 너무 무서웠어요. 소름… 긴장하면서 봤습니다. 영화 보고 실록 찾아봤는데 영화에서 류준열배우가 추가된거 말고는 실록과 거의 흡사해서 놀랐습니다. 영화보신 분들은 실록도 한번 찾아보세요~,10
올빼미,연기 오지네요.영화보면 바로 숙면모드되는 친구가 눈 똑바로 뜨고 보는건 첨이네요.계속 체크했는데.눈돌릴틈없는 쓰릴감!성하라~잘되라♡♡♡,10
블랙 팬서: 와칸다 포에버,재밌음 새로운 종족에 대한 정보들도 새로웠고 영상미도 있었고마블 특유의 역경을 딛고 성장하는 주인공을 담은 스토리가 좋았다새로운 블랙팬서의 스타트를 잘 끊은 것 같고 이전의 배우에 대한 예우도 갖추어서 좋았음별 이유도 없이 별점 빵점주는 사람들은 앞으로 마블영화 안봐도될듯 하네요~~~~,10
올빼미,내의원에서 침도놓고  그렇게 스토리가좋았던영화이고연기력이좋았던 영화이지요그리고 유해진 류준열에도 연기다좋은데그저  어두운곳에서만 보이는 것이  좀 미흠했고 재미있게 봤어요,7
데시벨,너무재미있게봤어요모든배우들 정말 잘했어요그리고 차은우님연기짱이에요사랑해요 화이팅!!!!,10
올빼미,류준열은 진짜 … 연기에 목숨 걸었다,10
데시벨,평점 보니 역시 배급&amp;제작사가 중요하구나 싶네요. 알바가 부족한지 엄청 깎아내리네,10
올빼미,진짜 재밌어요 꼭 보시길 !!!,10
올빼미,류준열배우 연기 몰입도가 장난아닙니다..추천,10
블랙 팬서: 와칸다 포에버,기대치가 높아서인지 보고 나오면서 괜히 봤다는 생각이 들었어요,6
올빼미,사극 별로 안 좋아하는데 진짜 이건 대박,10
동감,돈아깝 내만오천원 돌려내,1
올빼미,스릴러가 못보는 쫄보인데  무섭지 않고  주연  조연 누구 하나 연기 구멍없이 너무 재밌게 봤어요.,10
올빼미,믿고보는 배우 유해진과 류준열.  역시 최고였네요 정말다시한번 류준열 배우 연기에 감동햇습니다 유해진배우는 말해머합니까? 저는 사극영화는 정말안좋아하는편인데 긴장감. 최고에. 정말 최고였습니다 꼭보세요 정말 권력이 사람에게 정말많은 영향을끼치며 같은 사람로서 많은생각과 감동을 주는영화였습니다,10
올빼미,간만에 시간 가는줄 모르고 푹 빠져 봤네요스토리가 예상을 뒤엎고 긴장감도 있어요,10
올빼미,몰입감과 영상을 보는데 피부가 외닿는 소름은 정말 오랜만에 느낍니다. 올해 본 영화 중 일등입니다!!,10
올빼미,제가 봤습니다.. 저는 봤습니다…,10
동감,이게 영화냐?? 연출 실화냐 ㅋㅋ,1
올빼미,잔인하고 징그러운 장면 별로 없었는데 이렇게 스릴넘치는 사극영화 보는게 정말 오랜만이네요 강추 ,10
올빼미,읏된다읏된다개읏된다,10
올빼미,류준열 빠순이는 너무 감동적이었습니다.스토리는 픽션으로 각색해서정말 류준열에의한 류준열 중심이어서색달랐어용세자저하김성철배우도 다시 보게 되었습니당,8
올빼미,간만에 돈이 아깝지 않는 영화를 본 것 같아 기분이 좋았어요 류준열 연기가 인상깊었어요,10
올빼미,올해 본 영화중에 제일 재밌다. 김성철 잘생김,10
올빼미,믿고보는 배우 류준열.유해진  연기력최고! 손에땀을쥐게하는 긴장감! 너~~무 재밌게 봤습니다,10
올빼미, 나름 재미있었어요.추천해요,8
올빼미,지루할 틈이 없었습니다. 마지막이 살짝 아쉬웠지만 오랜만에 너무 잼있게 봤습니다.꼭보세요 ,10
올빼미,ㄹㅈㄷ 열린 결말 싫어하는 사람 입장에서 개재밋게봄 깔끔 그자체 연기는 말해뭐해,9
동감,이런 타임랩슬이 나오는 영화를 처음 봤는데 되게 재미있었고 감동받은 영화였던 거 같아요! 출연 하신 분들도 모두 다 연기를 잘하시고 현실같은 면이 있어서 더 집중하면서 감상깊게 볼 수 있었어서 추천하고 싶은 영화입니다  ,10
올빼미,유해진 류준열 두배우의 연기는 영화보는내내 몰입하게 해주었고 소현세자 김성철 배우의 연기도 좋았어요. 간만에 볼만한 국내영화를 봤습니다. 강추에요.,9
올빼미,쫄리는 마음으로 잘 봤습니다! 역사를 바탕으로 하되 재미난 스토리가 인상깊었습니다 인조 싫어 !,8
올빼미,와..배우든 연기도 잘하는데 반전..스릴 다 느낄 수 있는 내용이였어요,10
올빼미,한마디만 하자존잼 개 재밌음,10
올빼미,지루하지 않고 연기도 잘하고 굿입니디ㅏ,10
올빼미,와 보십시오. 안보면 후회합니다,10
올빼미,친구랑 보고 바로 다음날 어머니 아버지 모시고 2차관람 다녀왔습니다. 개연성이 이렇게 탄탄하고 긴장되는 영화는 간만이네요. 앞으로 감독님 영화는 무조건 볼 것 같습니다. 김성철 배우도 정말 인상적이었습니다.,10
올빼미,긴장감이 없어도 너무 없다이게 어떻게 장르가 서스펜스인지?,1
올빼미,와 진짜 재밌다 라는 말이 계속 나오는 너무 좋은 영화였습니다. 류준열씨 진짜 연기 너무 잘하시고 특히 표정연기 정말 최고였어요. 다른 배우분들도 연기 최고.. 손가락 물어 뜯으며 봤네요. 한번 더 보고싶어요.,10
블랙 팬서: 와칸다 포에버,너무 재밌어용!~~~~ (^_^),8
동감,오랜만에 감성자극하기 좋은 영화! 낭만을 찾게 되는 영화다! 여진구의 연기가 독보인 작품인 것 같다.,10
올빼미,몰입감좋고 스토리탄탄하고 배우들 연기력짱!!!,10
올빼미,지금도 미스테리인 소현세자의 독살을 소경의 눈으로 독살자를 목격하고 사건의 진실을 알리려는 과정이 보면 볼 수록 몰입감에 빠지고  긴장감 있는 음향효과도 뛰어난 영화인것 같습니다.그리고 유해진의 인조역 또한 불편한 심리적 묘사를 얼굴표정과 몸짓으로 잘살려 우려했던 배역을 잘 소화해내 역시 배터랑 배우임을 다시 한번 실감하게 되었습니다.,9
올빼미,와 사실무슨내용인지도 모르고 사람들이 잼있대서 기대하고봤는데 너무 잼있어요!! 보통 기대하고 보는 영화는 후회하는 경우가 많은데 올해본영화중에 순위권에 듭니당!,10
