movie,sentence,score
올빼미,배우들 연기력 너무 좋아서 진짜 몰입해서 봤어요. 간만에 영화관에서 비싼 돈 주고 봐도 전혀 아깝지 않은 영화 관람했네요. 더 흥행하시길 바라요 ~~,10
올빼미,찢었다…. 스토리 미쳤고 여운때문에 잠이 안옴,10
올빼미,배우들의 연기와 지루하지 않은 연출로 시간가는줄 모르고 봤음,10
블랙 팬서: 와칸다 포에버,블랙팬서와 네이머의 대결이 원래 스토리였을듯한데 예상치못한 주연배우 사망에 이야기가 엉망이 된 듯.,6
올빼미,관상 같은 퓨전 사극 좋아하는 분들은 꼭 보세요. 쫄깃함 ㅎㅎ,9
올빼미,유해진은 믿고 보는 배우맞고 류준열 잘하네~ 티켓값이 좀 더 쌌다면 500만은 갔을거다,8
올빼미,유해진 연기 짱~극장가서 봤는데 괜찮았어요. ,9
올빼미,꽤 괜찮았다 추천,9
올빼미,진짜 이정도면 최고 부족함 0 ,10
블랙 팬서: 와칸다 포에버,재밌더라 가족끼리 가서 봐라 아바타 개봉전엔 볼만함,10
올빼미,7시 씨네큐에서 보고 왔어요정말 재밌네요 몰입감 장난 아닙니다 팝콘 잊고 한참을 못 먹었습니다,10
올빼미,진짜 시간 가는 줄 모르고 몰입해서 봤어요^^ 스토리 진행이 쫄깃쫄깃^^  진짜 다른 분이 남긴 영화평처럼 사극이 이렇게 재미있을 수 있나요?^_^,10
올빼미,너무 재밌어서 깜짝 놀랐어요 궁녀 이후로 최고의  웰메이드영화,10
올빼미,꼭 봐야하는 영화는 아니지만 보면은 절대 후회하지는 않음 장담함,10
올빼미,역대급 영화입니다 꼭보세요 두번보세요 ,10
올빼미,올해본 영화중 가장 최고연기력은 말할것도없고 연출이 너무 좋음,10
올빼미,최근본 국산영화중 으뜸,9
올빼미,재미없음. 평점이 높은 이유를 알 것 같은 영화임. ,4
올빼미,엄마가 처음부터 끝까지 재밌었다고 합니다~~,10
올빼미,진짜 명작이다 모든게 너무 신선함,10
올빼미,스토리가 탄탄하고 연출과 연기로 인해 몰입력 있었다.  마지막에 류준열이 악역들과 똑같은 방법으로 인조를 죽인 건 아쉬운 결말이였다.,9
올빼미,연기력이 쩐다중반부까시 몰입감이 상당하고후반부의 늘어지는 경향이 있는데인조의 연기력으로 커버침,10
올빼미,모든 배우의 연기..심지어 어린 원손까지 훌륭하고.시간 순삭,10
올빼미,와 진짜 기대안하고 봤는데 반전에 반전에 캐스팅의 이유를 알 수 있었습니다!! 홍보가 너무너무 안된듯!!!!,10
올빼미,소현세자 독살장면이 너무 기억에 남음ㄷㄷ영화보는내내 집중잘되고 너무 재미있었음천만가도된다,10
올빼미,걍 보러갔는데 존잼이었음,10
블랙 팬서: 와칸다 포에버,워낙 블랙팬더 재밌게 본 사람이라 이번에 나온거 기대하고 있었는데 네이버 리뷰보고 이렇게까지 재미없다고 생각하고 반신반의 한채로 영화 봄 기대 많이 했는데 난 괜찮았음 리뷰들이 쓰레기다 하는데 그거 다 거르고 기존에 있던 블랙팬더 말고 새로운 스토리들이 많이 있어서 나름 잘 이어지고 사운드도 웅장하고 액션도 좋고 사실 괜찮은게 아님 난 너무 재밌게 봤음 나중에 디플이나 이런데 풀리면 한번씩은 꼭 보길 ! 블랙팬서 홧팅 ㅎ,10
올빼미,사극이라해서 기대안하고 봤는데 신선하구 너무잼있었어요 연기도 잘하고 스토리도 잼있고 반전에 반전 입봉작이라는게 믿기지 않네요 ,10
올빼미,나 대한민국의 사나이 오랜만에 평점을 남긴다. 코로나 이후 내가 본 한국영화 중에 가장 재미있었다. 류준열 배우의 진중함 간절함에 빠져버렸다.  아무도 보지 못하는 것을 보는 소경의 진심과 담대함에 매료되었다.,10
올빼미,유해진 연기에 압도당했다 . 배우들 연기가 최근 3년 간 본 영화들 중에 최고였습니다.,10
올빼미,연기 다들 너무 잘하고 너무 재미있어요 ㅠㅠ,10
올빼미,짧은 사실을 모티브로 긴 영화를 길게 느끼지 않게 몰입해서 잘 봤어요. 역시 유해진과 류준열의 연기는 참 좋네요.,8
올빼미,재밌어요... 또 보러 갑니다...,10
올빼미,연출이 대박입니다 류준열 유해진 연기는 기대이상이지만 감독님이 촛불 켰을때와 껐을때 분위기 반전시키는것은 좀비영화에서 나올법한 공포였네요 ,8
올빼미,오랜만에 재밌는 영화 나왔다. 진짜다. ,10
올빼미,손에 땀을 쥐게 만드는 스토리 전개와 배우들의 열연으로 몰입감을 높여준 완성도 높은 영화였다  ,10
올빼미,진짜 개잼 간만에 엄청 몰입하면서 봄,10
올빼미,팩트에 상상을 더한 졸깃한 스토리. 넘 재미있게 봤습니다.,10
올빼미,사극 안좋아 하는데 믿보배 유해진 류준열 때문에 봤어요 ~.  근데 너무 재밌는거 아닙니까?..  ,10
올빼미,내 인생영화 리스트에 이렇게 또 하나를 추가한다.. 말이 필요없는 스토리와 연출 특히 연기.. 정말 2분같은 2시간이었다..ㅠㅠ,10
올빼미,연기를 너무 잘해서 몰입이 잘됐음 간만에 재밌게 본 영화-!,10
올빼미,하 너무 스릴 있어서 보다가 중간 중간에 마스크로 눈 가리고 봄.. 세자 죽는 장면도 봉사 시점에서 본 시침 치료랑 학질 치료중인듯 보여지던 모습과 이상함을 느꼈을 때 어둠이 생기고 눈이 보이면서 펼쳐진 모습에서 진짜 소름이..,10
올빼미,이게 영화다 그동안 쓰레기들만 봐왔다 감 잃은 감독들은 그만 내려오고 이런 감독들 자주 나왔으면 좋겠다,10
올빼미,너무 무서워요…특히나 중간에 세자 죽는 장면은 너무 충격적이고 잊혀지지가 않네요. 공포영화 못보는 분은 절대 보지 마세요..보는 내내 스트레스만 왕창 얻고 갑니다 ㅠㅠ,2
블랙 팬서: 와칸다 포에버,애미처뒤짐개시발시발그냥시발,1
올빼미,손에 땀이나는 스릴만점 영화,10
동감,감동도..재미도 없네요,1
스트레인지 월드,영화가 별 매력은 없어요,6
올빼미,존잼 존잼  존잼 ㅜㅠ 개꿀잼 아직도  소름 ㅠㅠ 영화관에서 보길 잘했다 ㅠㅠ,10
올빼미,류준열 연기 좋았고 특히 유해진의 왕 연기가  짱!!! 중간부터 몰입도가 장난 아니었어요 완전 강추!!!!,10
올빼미,존잼 존잼 존잼 존잼 존잼,10
올빼미,재밌었습니다 연기도 정말  잘 하네요,10
올빼미,연기와 연출이 팩션이라는 게 믿기지 않을 만큼 현실감이 느껴지게 해주는 영화,10
동감,웹드라마 감성이다 너무,8
올빼미,연기도 당연너무 잘하고 유해진 배우님 코믹말고 이런연기도 너무 잘하시고 진짜 어느부분에선 흠칫하고 ㅠㅠ 감독님도짱~.~,10
올빼미,아니 배우님들 연기 최고이며.... 스토리 짱짱하고.... 2시간이 순식간에 지나갔어요 진짜 졸잼!!!,10
올빼미,최근 본 영화 중에 제일 재밌게 봤어요ㅠ 픽션인거 아는데도 슬프고 충격적임 존잼ㅠㅠ,10
올빼미,정말 기대이상이었습니다,10
올빼미,오랜만에 영화다운 영화를 보았다 정말 예상하지못하다 추제발제발 다봤으면기대없이 봤는데..진짜 끝까지 집중해서 올만에봄 ,10
올빼미,택이아빠 그렇게 안봤는데 너~ 정말 얌생이구나,10
올빼미,그냥 무조건 보세요인생 최고의 영화,10
올빼미,진짜진짜진짜 너무너무 재밌어요 시간가는줄 몰랐고 정말 오랜만에 영화다운 영화를 본 것 같아요!! 너무너무 재밌습니다 제 인생영화에 들어갈 정도에요,10
올빼미,유해진이 무섭게 느껴질 줄은 진짜 몰랐는데.... 미쳤다 진짜....,10
올빼미,오랜만에 재미있게 보았습니다 ,9
올빼미,허술한 설정이 있긴 한데 영화적 장치로 보면 아주 재미있어요 ,10
올빼미,제가 지금까지 본 한국영화중 최고라 말할수 있을것 같습니다.긴장감 몰입감 정말 최고구요.모든 연기자분들의 연기가 넘 좋았어요~!!좋은 영화 감상 할수 있게 해줘서 감사 합니다~~~!!정말 감동 많이 받았어요~~^^,10
데시벨,재미가...없었습니다.,4
올빼미,와..택이아빠 소름 다들 연기력은 최고에요,10
올빼미,걍 이건 다 봐야함 진짜 돈 안 아까운 영화임   ,10
올빼미,단 한순간도 지루하지 않고 집중하게 만드는 2시간이 10분으로 느껴지는 영화 강추,10
블랙 팬서: 와칸다 포에버,눈요기보다는 스토리와 구성을 위해 긴 시간 열심히 봤다,8
블랙 팬서: 와칸다 포에버,와칸다 포에버,8
올빼미,연출이나 시나리오가 독특했어요!신선하고 재밌어요 ㅎㅎ,10
올빼미,와...대박. 정말정말 잼나게 봄요 강추.,10
올빼미,사극 중에 가장 완벽한 영화인거 같아요 보는 내내 긴장감이 계속 맴도는 영화에요 시간이 정말 순식간에 지나갔습니다. ,10
데시벨,별로였음,7
올빼미,두 번 봐도 재미남,10
동감,이게 뭐지?,4
올빼미,와 진짜 와 라는 말밖에 안나옴 원래 사극 개싫어하는데 스토리 말할것도 없고 배우분들 연기가 미쳤음 꼭봐야함,10
올빼미,상당히 재밋네요 간만에 볼만한 국내영화,10
올빼미,겨울을 더 춥게 만드는 좋은 영화,10
올빼미,와.소름.볼만합니다.,10
올빼미,와 진심 단연컨대 말할 수 있습니다 올해 본 영화 중 최고입니다 진짜 몰입감이 미쳤어요,10
스트레인지 월드,뭔가 애매함,7
올빼미,류준열배우와 유해진배우를 평소 좋아해서 영화관람권 덕에 사전 조사 없이 가서 봤어요. 결론은 정말 잘본영화였고 추천하고픈 영화였어요. 같이본사람도 여운이 오래남는 영화라 하더라구요. 역사 고증을 떠나 영화를 참 재밌고 심장도 간간히 쫄깃하고 눈물도 살짝 났던 이 감동을 뭐라 표현해야할지 모르겠네요.단  평점 먼저 검색하고 가시는 분들.. 너무 평점만 믿고 보러가지마셨음 해요. 저처럼 기대없이 내용모르고 가는 것도 하나의 포인트일 수도 있다는점^^ ,10
올빼미,잘봤습니다,8
올빼미,와 간만에 영화관가서 보기 잘한 영화  ,10
올빼미,연기연출구성각본각색 뭐하나빠지지않고진짜 대박이고 극장에서안본사람없길진짜 긴장감최고 대박이에요 ,10
올빼미,와 감독 미쳤... 배우 연기 도랐... 올해 봤던 영화 중에 가장 재밌었어요... ,10
블랙 팬서: 와칸다 포에버,개인적으로 엔드게임 이후 마블 영화중 가장 재미있게 보았습니다. 주연배우가된 슈리의 연기력을 가장 걱정했는데 아주 훌륭한 연기력을 보여주었고 OST의 선정이 매우 뛰어났다고 생각합니다 음악하나로 영화안으로 끌어들이는듯 몰입도를 높여주었고영화의 템포는 잭스나이더의 저스티스리그와 비슷한정도입니다 마지막으로 영화 혼자만 놓고 보아도 아주 훌륭한 영화였습니다.,9
올빼미,별 생각 없이 보러 갔는데 재밌게 보고 왔네요,10
올빼미,너무 몰입이 된 나머지 2시간이 어떻게 흘러갔는지 모르게 만드는 영화입니다.,10
올빼미,나름 스릴러 스타일이라 지루하진 않아요~~ㅎㅎ,8
블랙 팬서: 와칸다 포에버,그냥...접자 가망이없다,1
올빼미,와~~~ 잼있음. 그냥 긴말 필요없이 잼있음. 성별불문 잼남.앞으로 볼 아바타가 더 잼있지 않음 올해 본 영화중 1등임.,10
올빼미,이 평점은 나만 당할수없다인가요~?!일단 영화는 픽션이니 역사적 고증정도는 아무래도 상관이 괜찮은데~~~아~~~ 연출이랑 스토리텔링 주연급아닌 배우들에 어설픈연기 하~~~~사실 배우분들에 문제가 아니라 시나리오연출이 너무 허접하네요~~~흥행도 운이라는 말을 다시한번 느끼는영화여습니다~~볼게없어 본다는~~ ㅋㅋㅋ,2
동감,리메이크작품이라 어짜피 원작이 발목잡을거라는건 어쩔수없고 어떠한 작품이던지 옛 향수를 이기기는 힘듬 하지만 충분히 요즘 세대들의 동감을 느낄수있는 달달함 잔뜩 있엇고 좋은 영상미에 OST 이 리메이크작은 원작 동감의 추억을 끌어내서 원작의 향수를 느끼기 위해 제작된게 아니라  요즘 세대들을 위한 또 다른 동감이라고 생각하는게 맞음  원작 얘기 꺼내면서 별점테러하는건 그냥 꼰대로 밖에 안보임  2000년대의 동감은 그때 그시절 청춘들의 동감이었고  2022의 동감은 지금 청춘들의 동감이다. 2000년대의 꼰대들이 현세대의 동감을 비하하진 않았으면 좋겠다.,10
올빼미,간만에 진짜 돈 안아깝게 봤고 무조건 봤으면 하는 영화 ㅠㅠ 스토리 신박하고 배우들 연기 너무 잘함.. 몰입하면서 보다가 어느새 끝난 ...,10
올빼미,개재밌다 다 좋아하는 배우들이라 더 재밌었다,10
올빼미,너무 재밋엇용. 금데 치료하다 죽엇으면 잡혀가야하는거 아닌ㅇ가요?,10
블랙 팬서: 와칸다 포에버,전반적으로 어두움,8
데시벨,내용이 애매함,7
올빼미,화려한거 없이 몰입도 좋고 지루함1도 없고 기대 안하고 봤는데 올해본 영화중 젤 잼난듯 이래서 연기파 배우들이 필요해ㅠㅡㅠ  추천!,10
동감,원작이 생각 안 나는 망작,4
올빼미,오랜만에 진짜 재밌게 봤어요,10
올빼미,10년 내 최고 스릴러. 몰입감이 극에 달해  비어있는 극장 안이 너무 무서울 정도.  보고 난  후  참바다씨 연기만 생각남.,10
올빼미,간만에 정말 재밌게 본 영화..류준열X유해진이라 믿고 봤는데 역시는 역시 연출도 감탄 나옴,10
올빼미,친구따라 아무 정보도 기대도 없이 보게된 영화시작부터 내용에 몰입하여 봤습니다소현세자와 강빈의 가슴아픈 스토리를 상상력으로  만들어낸 것도 공감이 되었습니다유해진의 찌질한 인조연기와 류준열의 명연기 또한 일품이었습니다다들보시길 추천합니다,10
올빼미,잼나요,10
올빼미,숨안쉬고 봤어요ㄷㄷ 몰입감 장난아닙니다.,10
올빼미,스토리  편집  연출 모두 최상. 류준열은 얼마나 더 대단한 배우가 될까 무서울 정도로 기대된다. 소현세자 역의 김성철 배우도 정말 멋졌습니다. 원손 역의 어린 배우도 좋았고. 배우진 모두 연기 멋졌음. 올해 본 최고의 영화임.,10
올빼미,꼭 보세요!!추천추천추천추천합니다,10
올빼미,영화 관상이 흥행하고 난 후 역사적 사실을 모티브로 한 수많은 아류작이 나왔지만 결국 관상을 이길 수 없었다. 이 영화도 마찬가지  중반부 암살 연출까지는 좋았으나 후반부 전개의 내러티브가 굉장히 저급하다. 차라리 권력 앞에서는 진실도 묻힐 수 있다는 비극적 전개로 갔다면 더 나은 결말이 되었을 것이다. 되도 않는 권선징악 결말에 결국 실망하고 나왔다.,6
올빼미,올해 본 영화중 가장 기억에 남는다. 흔한 사극 코미디인줄 알고 전혀 기대 안하고 갔다가 제대로 한방 맞은 느낌. 소현세자와 인조 이야기를 이렇게 스릴러로 풀어낼즐 누가 알았을까.,7
올빼미,간만에 재밌는 한국영화 봤네요 억지심파 유치한코믹 조폭 이런거 아니여서좋네요 이런게 천만 가야하는데,10
올빼미,정말 간만에 영화다운 영화를 본 것 같습니다!! 요즘 영화들 쓸데 없는 억지 눈물 신파를 너무 길게 넣어놔서 많이 실망했는데.. 정말 류준열과 유핸진의 연기가 너무 인상깊어서 시간가는줄 몰랏습니다,10
올빼미,진짜 대작. 연기력 최고  몰입감 최고. 올해 한국영화중 단연코 역작. 류준열 배우님도 한국 대배우 라인에 들듯합니다. 정말 재밌게 관람했습니다,10
올빼미,보이느냐?저희같이 미천한 것들은 보이지 않고  듣지 못하는 것이 더 낫습니다.혼자 보지 마세요.,10
블랙 팬서: 와칸다 포에버,생각보다 정말 재밌게 본 마블 영화 ㅋ,7
올빼미,심장이 터질것같은 긴장감에 러닝타임이 지나는지도몰랐습니다. 단 두줄의 역사로 만든 영화한편  너무 잘봤습니다. 아는 역사에 신박한 소재 그리고 배우분들의 연기가 다한것같습니다. 추천합니다.,10
올빼미,진짜 재밌고 스토리에 놀랬어요,10
올빼미,유해진X류준열의 연기대결인 영화 다른 조연 배우들도 연기 잘했음 올해 하반기 한국영화중 괜찮았다 압꾸정보다 훨 재밌고 티켓값이 전혀 안아깝다 ㅋㅋ ,10
올빼미,한국 사극 영화 종특이자 감점 요소인 억지 국뽕  애국심고취  반일 선동이나 특정인물 찬양없이 깔끔하게 역사적 사실에 근서하여 있을법한 이야기를 통해 극도의 긴장감과 호기심을 유발한 영화. 코믹 장르제외 사극 분야에서 탑급 작품성,10
블랙 팬서: 와칸다 포에버,돈즈니 마블 언제까지 이런 식으로 영화 만들 건가,4
올빼미,진짜 재미 있습니다!!!!,8
스트레인지 월드,돈즈니는 이런 식으로 영화를 만들면 정말 모든 사람을 만족시킬 수 있을 거라고 믿는 건가?,4
블랙 팬서: 와칸다 포에버,기대 이상이었다. 물 속 세계가 인상적!,10
동감,리메이크 실패,3
블랙 팬서: 와칸다 포에버,성의가 없다. 감상포인트 하나도 없는데 필수선택이라 짜증나네,1
올빼미,그… 진짜 찐 후기는 와 어벙해질정도로 스릴러입니다.. 그냥 류준열의 모든 감정을 다 느끼고 나왔어요   류준열 표정이 내표정이야.. ㅋㅋ 진짜 재밌는데 진짜 무섭고 마지막 역사 마무리까지 좋았어요!! 스포 안당하고 꼭 영화관에서 보시길!!배우들이 영화 홍보 촬영한거 보고  홍보 당해서 보러간건데.. 역시 배우들이라 영화속에선 내가 알던 그사람들이 아니네요 ㅎㅎ,10
블랙 팬서: 와칸다 포에버,채드윅 보스만 우리의 블랙팬서 영원히 편히 잠드소서...!!,7
올빼미,올해 본 한국영화 중에 최고였다! 그냥 2시간 너무 재밌게 봤고 간만에 남녀노소 가리지 않고 극장가서 제값주고 영화봐도 될만한 영화 인것 같다,10
올빼미,정말 재밌게 봤어요 배우들 연기도 멋있습니다 ,10
올빼미,진짜 꿀잼이요^^ 간만에 돈아깝지 않은 영화 였어요~~,10
올빼미,오우 쪼-올깃 .. 몰입해서 봤어요 !,9
올빼미,올빼미 진짜 재밌어요~ 스토리도 너무 탄탄하고 역시 믿고보는 배우들의 연기!!,10
올빼미,미쳤다... 미쳤어요!!,10
올빼미,와!! 진짜 너무 재밌었어요류준열 유해진 배우님 연기 잘하는건 알고 있었지만 이번 영화는 빛이 나네요^^ 아역 원손 연기를 넘 잘해서 눈물나더라구요 아역배우님도 두배우님처럼 성장하길요~ 오늘 넘 감동적이고 몰입감 최고의 영화였어요,10
올빼미,지금 막 보고 와서 흥분 상태이긴 하지만ㅎㅎㅎ정말 재미있게 봤고 오랫만에 완성도 높은 영화를 본 것 같아 기쁩니다. 충~분히 더 많은 사람들이 볼만한 영화라고 생각해요!!^^,10
올빼미,역사적 사실에 픽션을 가미해서 영화적 재미를 100% 느끼게 해주는 영화!개연성은 조금 부족할지라도오히려 그 점이 만족스럽게 영화관을 나설수 있게 만들었다.오랜만에 처음부터 끝까지 긴장감을 놓지 않고 본 스릴러 영화! 배우들 연기도 좋고 중간중간 깜짝놀라는 연출도 좋았음,9
올빼미,완전 몰입도 짱... 연기도 최고..제목 진짜 잘지은듯..걍 다 짱이야ㅜㅜ,10
올빼미,두 배우의 연기도 좋았고 스토리나 반전도 좋아요 두 배우 사극도 잘어울리네요최고최고 ,10
올빼미,반전있고 주연배우 조연배우 아역배우까지 연기 잘하심,10
올빼미,두 번보세요 세번 보세요!추천,10
올빼미,두 번보세요 세번 보세요!추천,10
올빼미,연기잘하는 배우님들 역시~그래서 슬프고 답답함을 느꼈습니다.연기몰입이 잘되어서~ ,10
동감,씨큐씨큐 뭔가 부족한 느낌,5
데시벨,액션 장면이 많기는 했지만 2번은 그닥...,8
올빼미,유해진  류준열 연기대박이요. 적당한 긴장감으로 끝까지 몰입하고보았네요. 유해진 배우가 왕역을 어떻게 소화해낼까가 정말궁금했는데 광기어린 왕역을 찰떡같이 소화해내셨네용.,10
올빼미,연출이 미쳤습니다   연기 구멍 1도 없고 반전에 반전을 가하는 스토리..! ,10
올빼미,계속 긴장하면서 봤어요  굉장히탄탄한 영화라는 생각이…!!  정말 재밌게잘 봤습니다.,10
올빼미,와 진짜 미쳐따 연기 스토리 다 쩜,10
올빼미,역사적 실화에 상상까지 더해서 재미가 + 스릴까지..,9
데시벨,좀더 펑펑터졌으면 재밌었을듯,7
블랙 팬서: 와칸다 포에버,큰 기대를 하고 간 게 아니였음에도 불구하고 그다지 흥미롭게 보지는 못했다. 연출의 구성과 영상미는 눈길을 끌 정도로 볼 만 했지만 스토리나 각 캐릭터의 매력이 오히려 좀 반감된 듯한 느낌을 받았다.,6
올빼미,아내가 올빼미 예매했다고 해서 동물영화인줄 알고 갔는데 사극이었다는...류준열의 눈빛연기와 유해진의 목소리연기 최고네요.기억에 남을 영화네요.,10
올빼미,올 해 최고작. 완칸타 기대 했다가 평이 안좋아 급선회올빼미....대박...재밌었어요 유준열  유해진 연기 최고네요광해 사도 믹싱 독창적이고 안정된 연출...스릴러까지...,10
블랙 팬서: 와칸다 포에버,액션도 엉성하고 스토리도 엉성하고,5
올빼미,배우들의 연기가 좋아서 긴장되었다,9
스트레인지 월드,뻔한 스토리에 특별할게 없는 연출이었다,6
데시벨,쏘쏘,7
올빼미,개연성이 너무 떨어집니다 보통 사극이였으면 목이 10번은 떨어질 상황에 살아남고 극적으로 연출하기 위해 설득력 떨어지는 상황이 너무 많아 제 취향은 아니네요,2
올빼미,그냥 보세요 말이 필요없음,10
올빼미,실록에 나온 한줄 내용으로 각색된 스토리라인과 배역간의 설정이 좋은 영화입니다. 보통 줄거리의 기준이 되는 범인이 끝에 나오는데 이 영화는 중간에 누군가의 시선에서 보여지면서 이를 밝히려는 쪽과 찾아내는 심리전이 인상깊었습니다.관상의 느낌이 조금 더 비슷하나 사건의 전개방식은 전혀 다른점 참고하시면서 본다면 좋겠네요.,10
올빼미,올해 들어 본 영화중 제일 좋았다,10
데시벨,조금씩 뭉클하고 조금씩 감동 그리고 조금씩 재미.근데 돈 주고 보기 아깝고 시간 쓰며 보기는 더 아까움. 영상이 갑자기 전환되는데 중간에 사라진 스토리는 예측이 안돼서 뒤에 전개를 보고 나서야 아~ 이렇게 됨. 그래서 답답함. 이종석이 연기는 잘했지만 캐릭터 자체의 감정선이 잘 이해가 안됨. .밑에 스토리 한 줄 요약 있는데 ㄹㅇㄹㅇ 약간의 스포를 포함하니 원치 않으시는 분은 그냥 보지 말고 넘겨주세요........한 줄 요약: 피해자는 있는데 가해자는 없음. ,2
올빼미,한의원에서 일주일내내 맞던 침을 오늘은 맞지 않았습니다 안맞아도 맞은 기분이라,10
올빼미,영화 베테랑 어이가없네 수준으로 가슴이 떨리는 영화입니다. 류준열씨 연기와 배우들간의  합이 끝내주는  영화!!강력추천!!그냥 영화의  간단한  소개글만  참고하시어 영화를  보시면  더 재밌게 보실 수 있을 것 같아요! 문화의날이라 저렴하게  보았는데  제 돈주고봐도 아깝지않을 영화였습니다. 리뷰 잘 안다는데 너무 재밌게봐서 글써봅니다.,10
올빼미,재밌어요~몰입도최고네요,10
동감,앞부분은 설레는데 뒤로 갈수록 응?,7
올빼미,진짜 이건 봐야됨 류준열과 유해진의 연기가 미침,10
올빼미,연기 연출 영상 음악 어느하나 빠지는게 없다.   대박~!!!,10
올빼미,근래에 이렇게 심장을 쫄깃하게 하는 영화가 있었나싶다,10
올빼미,너무 재밌게 봤어요!!! 제가 본 사극 중에 최고인 거 같아요!!!!,10
올빼미,진짜 재밌다. 영화 보고 평 남기는 게 처음,10
올빼미,정말 오랜만에 재미있게 본 영화숨막히는 전개,10
올빼미,오랜만에 눈을 뗄수 없을정도로 재밌는 영화였네요류준열 연기가 일품이었고마지막까지 쫄깃했다는~~,10
올빼미,반전에 반전을 거듭합니다. 시나리오 완벽해요. 연기력 끝내줘요. ,10
올빼미,음 의외로 재밌음 .시간삭제 시키는 ㅋㅋ,10
올빼미,올해 본 영화중 젤 재밌었음,10
올빼미,시나리오도 탄탄하고 류준열의 눈빛  표정  목소리...강한 인상을 남겼다 ,9
올빼미,진짜 개 무서움 아무 정보없이 걍 봤다가 심장 떨어져 뒤지는 줄 알았음내용 진짜 재밌고 배우들 연기 미쳤고 연출이 오짐 개 쫄깃쫄깃 심장 우루루콰옼쾅근데 무서움 무서운거 잘 못보는 사람 유의해서 보세요 ㄹㅇ로 웬만한 공포영화보다 더 무서움,10
동감,킬링타임용으로 나쁘지는 않았다,9
올빼미,관상이 되고 싶었던 아류작,1
올빼미,기대이상으로 재밌었음,10
올빼미,최근 본 영화 중 제일 재밌게 봄,10
올빼미,근래 봤던 영화 중 가장 만족감이 높은 영화네요.결말이 아쉽긴 하지만 아무리 픽션이 가미됐더라도 결말을 바꿀 수는 없지 않으셨을까 싶어요.,10
올빼미,처음에 스릴넘쳤다 후반부가 판타지...,10
올빼미,배우 캐스팅이 완벽했던...역시 믿고보는 유해진  류준열.,9
올빼미,소름돋는 장면이 정말 많다...,10
올빼미,볼까말까했는데 보길 너무 잘함  시간순삭 영화  연출  연기력  전개 모두 너무 훌륭함!,10
올빼미,전 추천하고 싶습니다.,8
데시벨,아 내가 진짜 이종석 때문에 미치겠다,10
올빼미,오랜만에 영화관에서 본 영화돈이 안아깝다.. 시간 가는줄 모르고 봤네요연기구멍이 없어서 더 좋았음,10
블랙 팬서: 와칸다 포에버,이건 아닌것 같아요.이건 아닌것 같아요.,1
데시벨,눈호강 제대로 했어요,10
올빼미,장면 전환 소름 돋았습니다,10
올빼미,주연배우들의 빈틈 없는 연기  생각지도 못한 유해진 배우의 왕 연기는 우리가 보아온 조선 왕들의 초상에 나온 왕들을 그대로 옮겨놓은듯 소름 돋았다.주맹이라는 독특한 소재에도 아랑곳 않고 수시로 눈에 띄는 류준열의 초점 변화와 눈동자 연기  감정표현 하나하나 관전포인트로 작용한다.역사적 흐름을 크게 깨지 않으면서 그 흐름 속에서 담을 수 있는 그럴듯함과 함께 따라오는 충격에 영화를 보고 나오면서도 영화를 복기하게 되었다.연말에 쉬이 접할 수 없는 좋은 영화였다고 말하고 싶다.,10
올빼미,어둠을 응시하며 불의에 눈 감지 않는 한국판 배트맨의 암약,9
올빼미,오랜만에 시간이 아깝지 않은 인생 영화! 연출 연기 전개 모두 완벽해서 초 집중해서 봤어요ㅎㅎ 또 보고 싶을정도ㅠㅠㅠ 꼭 보세요 강추!,10
블랙 팬서: 와칸다 포에버,아름다운 이야기다... 훌쩍,10
스트레인지 월드,스토리 진부하고 지나치게 교훈적. 억지로 감동을 쥐어짜려는 느낌이랄까... 지금까지의 작품들과 너무나 비교가 되넹 ㅠ,4
스트레인지 월드,디즈니 왜 그래,7
올빼미,긴장감 있고 재밌습니다 ㅎㅎㅎ,9
올빼미,소름 돋는 가슴아픈 영화예요....잘봤습니다,10
올빼미,와...간만에 영화다운 영화 ,10
올빼미,아기 원손까지 딕션이 좋을수가 있나여    모두가 주연인 영화 ??,10
올빼미,와~~~유해진이 왜 류준열 인생작이라고 했는지 알겠음 연출도 멋지구 최고임 ,10
블랙 팬서: 와칸다 포에버,사운드가 매우 좋다 액션도 시원시원 굿,7
올빼미,너무 몰입도 있게 잘봤어요.. 벌써 2시간이 지났나?하면서 엄청 재밌게봤습니다,10
유포자들,저예산 영화이지만 전체적으로 배우들의 연기가 돋보이는 작품,10
동감,원작을 다시 보게 된다.,3
올빼미,시간 가는 줄 모르고 집중하며 봤네요 역시 류준열~♡ 사랑합니다사랑하세요 ,10
블랙 팬서: 와칸다 포에버,개인적으로 테크놀러지 좋아해서 재밌게 봄근데 꼭 티찰라를 죽였어야하나 배우를 대체해서 가도 됐을텐데 추모는 추모고 스토리는 스토리잖아,9
블랙 팬서: 와칸다 포에버,2시간 짜리 추모,8
올빼미,팝콘먹는소리가 안들렸음ㅋㅋㅋ,10
올빼미,너무너무너무너무너무너무재밋어요진짜,10
올빼미,와 막판 개연성 조진다. 작가가 쓰다가 빠졌나? 지무비 뒷광고네,7
올빼미,연기 구멍이 없고  줄거리도 쫄깃해서 좋았음,10
올빼미,연출.연기력 진짜 시간순삭이에요!,10
데시벨,배우들 보는 맛에 관람,7
